pin,slack
genCounters[135].counter/count_cry[8]:B,997307
genCounters[135].counter/count_cry[8]:FCI,997147
genCounters[135].counter/count_cry[8]:FCO,997147
genCounters[135].counter/count_cry[8]:S,997280
genCounters[233].counter/count[9]:ALn,
genCounters[233].counter/count[9]:CLK,996189
genCounters[233].counter/count[9]:D,997261
genCounters[233].counter/count[9]:EN,995944
genCounters[233].counter/count[9]:Q,996189
genCounters[294].counter/count[0]:ALn,
genCounters[294].counter/count[0]:CLK,995944
genCounters[294].counter/count[0]:D,997616
genCounters[294].counter/count[0]:EN,995944
genCounters[294].counter/count[0]:Q,995944
genCounters[77].counter/terminalCount:A,996188
genCounters[77].counter/terminalCount:B,996097
genCounters[77].counter/terminalCount:C,996044
genCounters[77].counter/terminalCount:D,995944
genCounters[77].counter/terminalCount:Y,995944
genCounters[41].counter/count_cry[3]:B,997212
genCounters[41].counter/count_cry[3]:FCI,997147
genCounters[41].counter/count_cry[3]:FCO,997147
genCounters[41].counter/count_cry[3]:S,997375
genCounters[321].counter/count[10]:ALn,
genCounters[321].counter/count[10]:CLK,996242
genCounters[321].counter/count[10]:D,997242
genCounters[321].counter/count[10]:EN,995944
genCounters[321].counter/count[10]:Q,996242
genCounters[273].counter/count[15]:ALn,
genCounters[273].counter/count[15]:CLK,996424
genCounters[273].counter/count[15]:D,997147
genCounters[273].counter/count[15]:EN,995944
genCounters[273].counter/count[15]:Q,996424
genCounters[55].counter/count_cry[11]:B,997364
genCounters[55].counter/count_cry[11]:FCI,997147
genCounters[55].counter/count_cry[11]:FCO,997147
genCounters[55].counter/count_cry[11]:S,997223
genCounters[348].counter/count[10]:ALn,
genCounters[348].counter/count[10]:CLK,996242
genCounters[348].counter/count[10]:D,997242
genCounters[348].counter/count[10]:EN,995944
genCounters[348].counter/count[10]:Q,996242
genCounters[231].counter/count[10]:ALn,
genCounters[231].counter/count[10]:CLK,996242
genCounters[231].counter/count[10]:D,997242
genCounters[231].counter/count[10]:EN,995944
genCounters[231].counter/count[10]:Q,996242
genCounters[49].counter/count[4]:ALn,
genCounters[49].counter/count[4]:CLK,996044
genCounters[49].counter/count[4]:D,997356
genCounters[49].counter/count[4]:EN,995944
genCounters[49].counter/count[4]:Q,996044
genCounters[22].counter/terminalCount_8:A,996188
genCounters[22].counter/terminalCount_8:B,996097
genCounters[22].counter/terminalCount_8:C,996044
genCounters[22].counter/terminalCount_8:D,995944
genCounters[22].counter/terminalCount_8:Y,995944
genCounters[246].counter/count_s[15]:B,997403
genCounters[246].counter/count_s[15]:FCI,997147
genCounters[246].counter/count_s[15]:S,997147
genCounters[131].counter/terminalCount_8:A,996188
genCounters[131].counter/terminalCount_8:B,996097
genCounters[131].counter/terminalCount_8:C,996044
genCounters[131].counter/terminalCount_8:D,995944
genCounters[131].counter/terminalCount_8:Y,995944
genCounters[87].counter/count[8]:ALn,
genCounters[87].counter/count[8]:CLK,996097
genCounters[87].counter/count[8]:D,997280
genCounters[87].counter/count[8]:EN,995944
genCounters[87].counter/count[8]:Q,996097
genCounters[98].counter/terminalCount_9:A,996280
genCounters[98].counter/terminalCount_9:B,996189
genCounters[98].counter/terminalCount_9:C,996136
genCounters[98].counter/terminalCount_9:D,996044
genCounters[98].counter/terminalCount_9:Y,996044
genCounters[350].counter/count_s_5972:B,997147
genCounters[350].counter/count_s_5972:FCO,997147
genCounters[189].counter/count_cry[13]:B,997402
genCounters[189].counter/count_cry[13]:FCI,997147
genCounters[189].counter/count_cry[13]:FCO,997147
genCounters[189].counter/count_cry[13]:S,997185
genCounters[373].counter/count_cry[11]:B,997364
genCounters[373].counter/count_cry[11]:FCI,997147
genCounters[373].counter/count_cry[11]:FCO,997147
genCounters[373].counter/count_cry[11]:S,997223
genCounters[188].counter/count_cry[11]:B,997364
genCounters[188].counter/count_cry[11]:FCI,997147
genCounters[188].counter/count_cry[11]:FCO,997147
genCounters[188].counter/count_cry[11]:S,997223
genCounters[204].counter/count_s[15]:B,997403
genCounters[204].counter/count_s[15]:FCI,997147
genCounters[204].counter/count_s[15]:S,997147
genCounters[378].counter/count_cry[1]:B,997174
genCounters[378].counter/count_cry[1]:FCI,997147
genCounters[378].counter/count_cry[1]:FCO,997147
genCounters[378].counter/count_cry[1]:S,997422
genCounters[150].counter/count[6]:ALn,
genCounters[150].counter/count[6]:CLK,996189
genCounters[150].counter/count[6]:D,997318
genCounters[150].counter/count[6]:EN,995944
genCounters[150].counter/count[6]:Q,996189
genCounters[32].counter/terminalCount:A,996188
genCounters[32].counter/terminalCount:B,996097
genCounters[32].counter/terminalCount:C,996044
genCounters[32].counter/terminalCount:D,995944
genCounters[32].counter/terminalCount:Y,995944
genCounters[147].counter/count_s[15]:B,997403
genCounters[147].counter/count_s[15]:FCI,997147
genCounters[147].counter/count_s[15]:S,997147
genCounters[35].counter/terminalCount_9:A,996280
genCounters[35].counter/terminalCount_9:B,996189
genCounters[35].counter/terminalCount_9:C,996136
genCounters[35].counter/terminalCount_9:D,996044
genCounters[35].counter/terminalCount_9:Y,996044
genCounters[388].counter/count_cry[3]:B,997212
genCounters[388].counter/count_cry[3]:FCI,997147
genCounters[388].counter/count_cry[3]:FCO,997147
genCounters[388].counter/count_cry[3]:S,997375
genCounters[87].counter/count[12]:ALn,
genCounters[87].counter/count[12]:CLK,996188
genCounters[87].counter/count[12]:D,997204
genCounters[87].counter/count[12]:EN,995944
genCounters[87].counter/count[12]:Q,996188
genCounters[142].counter/count_cry[1]:B,997174
genCounters[142].counter/count_cry[1]:FCI,997147
genCounters[142].counter/count_cry[1]:FCO,997147
genCounters[142].counter/count_cry[1]:S,997422
genCounters[53].counter/count[5]:ALn,
genCounters[53].counter/count[5]:CLK,996136
genCounters[53].counter/count[5]:D,997337
genCounters[53].counter/count[5]:EN,995944
genCounters[53].counter/count[5]:Q,996136
genCounters[48].counter/count_cry[10]:B,997345
genCounters[48].counter/count_cry[10]:FCI,997147
genCounters[48].counter/count_cry[10]:FCO,997147
genCounters[48].counter/count_cry[10]:S,997242
genCounters[222].counter/count_RNO[0]:A,997616
genCounters[222].counter/count_RNO[0]:Y,997616
genCounters[55].counter/count_cry[13]:B,997402
genCounters[55].counter/count_cry[13]:FCI,997147
genCounters[55].counter/count_cry[13]:FCO,997147
genCounters[55].counter/count_cry[13]:S,997185
genCounters[221].counter/count_cry[12]:B,997383
genCounters[221].counter/count_cry[12]:FCI,997147
genCounters[221].counter/count_cry[12]:FCO,997147
genCounters[221].counter/count_cry[12]:S,997204
genCounters[90].counter/count_cry[13]:B,997402
genCounters[90].counter/count_cry[13]:FCI,997147
genCounters[90].counter/count_cry[13]:FCO,997147
genCounters[90].counter/count_cry[13]:S,997185
genCounters[126].counter/count_cry[12]:B,997383
genCounters[126].counter/count_cry[12]:FCI,997147
genCounters[126].counter/count_cry[12]:FCO,997147
genCounters[126].counter/count_cry[12]:S,997204
genCounters[313].counter/count[3]:ALn,
genCounters[313].counter/count[3]:CLK,996188
genCounters[313].counter/count[3]:D,997375
genCounters[313].counter/count[3]:EN,995944
genCounters[313].counter/count[3]:Q,996188
genCounters[312].counter/count[9]:ALn,
genCounters[312].counter/count[9]:CLK,996189
genCounters[312].counter/count[9]:D,997261
genCounters[312].counter/count[9]:EN,995944
genCounters[312].counter/count[9]:Q,996189
genCounters[17].counter/count[10]:ALn,
genCounters[17].counter/count[10]:CLK,996242
genCounters[17].counter/count[10]:D,997242
genCounters[17].counter/count[10]:EN,995944
genCounters[17].counter/count[10]:Q,996242
genCounters[286].counter/count[10]:ALn,
genCounters[286].counter/count[10]:CLK,996242
genCounters[286].counter/count[10]:D,997242
genCounters[286].counter/count[10]:EN,995944
genCounters[286].counter/count[10]:Q,996242
genCounters[173].counter/count_cry[2]:B,997193
genCounters[173].counter/count_cry[2]:FCI,997147
genCounters[173].counter/count_cry[2]:FCO,997147
genCounters[173].counter/count_cry[2]:S,997394
genCounters[264].counter/count[3]:ALn,
genCounters[264].counter/count[3]:CLK,996188
genCounters[264].counter/count[3]:D,997375
genCounters[264].counter/count[3]:EN,995944
genCounters[264].counter/count[3]:Q,996188
genCounters[8].counter/count_cry[13]:B,997402
genCounters[8].counter/count_cry[13]:FCI,997147
genCounters[8].counter/count_cry[13]:FCO,997147
genCounters[8].counter/count_cry[13]:S,997185
genCounters[67].counter/count_cry[9]:B,997326
genCounters[67].counter/count_cry[9]:FCI,997147
genCounters[67].counter/count_cry[9]:FCO,997147
genCounters[67].counter/count_cry[9]:S,997261
genCounters[326].counter/terminalCount_8:A,996188
genCounters[326].counter/terminalCount_8:B,996097
genCounters[326].counter/terminalCount_8:C,996044
genCounters[326].counter/terminalCount_8:D,995944
genCounters[326].counter/terminalCount_8:Y,995944
genCounters[367].counter/count[1]:ALn,
genCounters[367].counter/count[1]:CLK,996044
genCounters[367].counter/count[1]:D,997422
genCounters[367].counter/count[1]:EN,995944
genCounters[367].counter/count[1]:Q,996044
genCounters[248].counter/terminalCount_10:A,996333
genCounters[248].counter/terminalCount_10:B,996242
genCounters[248].counter/terminalCount_10:C,996189
genCounters[248].counter/terminalCount_10:D,996097
genCounters[248].counter/terminalCount_10:Y,996097
genCounters[71].counter/count_cry[7]:B,997288
genCounters[71].counter/count_cry[7]:FCI,997147
genCounters[71].counter/count_cry[7]:FCO,997147
genCounters[71].counter/count_cry[7]:S,997299
genCounters[325].counter/terminalCount_11:A,996424
genCounters[325].counter/terminalCount_11:B,996333
genCounters[325].counter/terminalCount_11:C,996280
genCounters[325].counter/terminalCount_11:D,996188
genCounters[325].counter/terminalCount_11:Y,996188
genCounters[82].counter/count[13]:ALn,
genCounters[82].counter/count[13]:CLK,996280
genCounters[82].counter/count[13]:D,997185
genCounters[82].counter/count[13]:EN,995944
genCounters[82].counter/count[13]:Q,996280
genCounters[76].counter/count[3]:ALn,
genCounters[76].counter/count[3]:CLK,996188
genCounters[76].counter/count[3]:D,997375
genCounters[76].counter/count[3]:EN,995944
genCounters[76].counter/count[3]:Q,996188
genCounters[349].counter/count[15]:ALn,
genCounters[349].counter/count[15]:CLK,996424
genCounters[349].counter/count[15]:D,997147
genCounters[349].counter/count[15]:EN,995944
genCounters[349].counter/count[15]:Q,996424
genCounters[133].counter/count_cry[4]:B,997231
genCounters[133].counter/count_cry[4]:FCI,997147
genCounters[133].counter/count_cry[4]:FCO,997147
genCounters[133].counter/count_cry[4]:S,997356
genCounters[2].counter/terminalCount:A,996188
genCounters[2].counter/terminalCount:B,996097
genCounters[2].counter/terminalCount:C,996044
genCounters[2].counter/terminalCount:D,995944
genCounters[2].counter/terminalCount:Y,995944
genCounters[232].counter/count[15]:ALn,
genCounters[232].counter/count[15]:CLK,996424
genCounters[232].counter/count[15]:D,997147
genCounters[232].counter/count[15]:EN,995944
genCounters[232].counter/count[15]:Q,996424
genCounters[153].counter/count_cry[10]:B,997345
genCounters[153].counter/count_cry[10]:FCI,997147
genCounters[153].counter/count_cry[10]:FCO,997147
genCounters[153].counter/count_cry[10]:S,997242
genCounters[148].counter/count[3]:ALn,
genCounters[148].counter/count[3]:CLK,996188
genCounters[148].counter/count[3]:D,997375
genCounters[148].counter/count[3]:EN,995944
genCounters[148].counter/count[3]:Q,996188
genCounters[139].counter/count[9]:ALn,
genCounters[139].counter/count[9]:CLK,996189
genCounters[139].counter/count[9]:D,997261
genCounters[139].counter/count[9]:EN,995944
genCounters[139].counter/count[9]:Q,996189
genCounters[338].counter/count[0]:ALn,
genCounters[338].counter/count[0]:CLK,995944
genCounters[338].counter/count[0]:D,997616
genCounters[338].counter/count[0]:EN,995944
genCounters[338].counter/count[0]:Q,995944
genCounters[249].counter/count_cry[7]:B,997288
genCounters[249].counter/count_cry[7]:FCI,997147
genCounters[249].counter/count_cry[7]:FCO,997147
genCounters[249].counter/count_cry[7]:S,997299
genCounters[150].counter/count_cry[11]:B,997364
genCounters[150].counter/count_cry[11]:FCI,997147
genCounters[150].counter/count_cry[11]:FCO,997147
genCounters[150].counter/count_cry[11]:S,997223
genCounters[390].counter/count_cry[3]:B,997212
genCounters[390].counter/count_cry[3]:FCI,997147
genCounters[390].counter/count_cry[3]:FCO,997147
genCounters[390].counter/count_cry[3]:S,997375
genCounters[10].counter/terminalCount_11:A,996424
genCounters[10].counter/terminalCount_11:B,996333
genCounters[10].counter/terminalCount_11:C,996280
genCounters[10].counter/terminalCount_11:D,996188
genCounters[10].counter/terminalCount_11:Y,996188
genCounters[87].counter/count[15]:ALn,
genCounters[87].counter/count[15]:CLK,996424
genCounters[87].counter/count[15]:D,997147
genCounters[87].counter/count[15]:EN,995944
genCounters[87].counter/count[15]:Q,996424
genCounters[65].counter/count[4]:ALn,
genCounters[65].counter/count[4]:CLK,996044
genCounters[65].counter/count[4]:D,997356
genCounters[65].counter/count[4]:EN,995944
genCounters[65].counter/count[4]:Q,996044
genCounters[339].counter/count[12]:ALn,
genCounters[339].counter/count[12]:CLK,996188
genCounters[339].counter/count[12]:D,997204
genCounters[339].counter/count[12]:EN,995944
genCounters[339].counter/count[12]:Q,996188
genCounters[131].counter/count_cry[8]:B,997307
genCounters[131].counter/count_cry[8]:FCI,997147
genCounters[131].counter/count_cry[8]:FCO,997147
genCounters[131].counter/count_cry[8]:S,997280
genCounters[231].counter/count_cry[8]:B,997307
genCounters[231].counter/count_cry[8]:FCI,997147
genCounters[231].counter/count_cry[8]:FCO,997147
genCounters[231].counter/count_cry[8]:S,997280
genCounters[166].counter/terminalCount_10:A,996333
genCounters[166].counter/terminalCount_10:B,996242
genCounters[166].counter/terminalCount_10:C,996189
genCounters[166].counter/terminalCount_10:D,996097
genCounters[166].counter/terminalCount_10:Y,996097
genCounters[182].counter/count[11]:ALn,
genCounters[182].counter/count[11]:CLK,996333
genCounters[182].counter/count[11]:D,997223
genCounters[182].counter/count[11]:EN,995944
genCounters[182].counter/count[11]:Q,996333
genCounters[44].counter/count_cry[1]:B,997174
genCounters[44].counter/count_cry[1]:FCI,997147
genCounters[44].counter/count_cry[1]:FCO,997147
genCounters[44].counter/count_cry[1]:S,997422
genCounters[103].counter/count[5]:ALn,
genCounters[103].counter/count[5]:CLK,996136
genCounters[103].counter/count[5]:D,997337
genCounters[103].counter/count[5]:EN,995944
genCounters[103].counter/count[5]:Q,996136
genCounters[31].counter/count_cry[10]:B,997345
genCounters[31].counter/count_cry[10]:FCI,997147
genCounters[31].counter/count_cry[10]:FCO,997147
genCounters[31].counter/count_cry[10]:S,997242
genCounters[337].counter/count_cry[1]:B,997174
genCounters[337].counter/count_cry[1]:FCI,997147
genCounters[337].counter/count_cry[1]:FCO,997147
genCounters[337].counter/count_cry[1]:S,997422
genCounters[305].counter/count_cry[6]:B,997269
genCounters[305].counter/count_cry[6]:FCI,997147
genCounters[305].counter/count_cry[6]:FCO,997147
genCounters[305].counter/count_cry[6]:S,997318
genCounters[219].counter/count[13]:ALn,
genCounters[219].counter/count[13]:CLK,996280
genCounters[219].counter/count[13]:D,997185
genCounters[219].counter/count[13]:EN,995944
genCounters[219].counter/count[13]:Q,996280
genCounters[148].counter/count[15]:ALn,
genCounters[148].counter/count[15]:CLK,996424
genCounters[148].counter/count[15]:D,997147
genCounters[148].counter/count[15]:EN,995944
genCounters[148].counter/count[15]:Q,996424
genCounters[49].counter/count_cry[12]:B,997383
genCounters[49].counter/count_cry[12]:FCI,997147
genCounters[49].counter/count_cry[12]:FCO,997147
genCounters[49].counter/count_cry[12]:S,997204
genCounters[94].counter/count_cry[3]:B,997212
genCounters[94].counter/count_cry[3]:FCI,997147
genCounters[94].counter/count_cry[3]:FCO,997147
genCounters[94].counter/count_cry[3]:S,997375
genCounters[198].counter/count[7]:ALn,
genCounters[198].counter/count[7]:CLK,996280
genCounters[198].counter/count[7]:D,997299
genCounters[198].counter/count[7]:EN,995944
genCounters[198].counter/count[7]:Q,996280
genCounters[308].counter/count_s[15]:B,997403
genCounters[308].counter/count_s[15]:FCI,997147
genCounters[308].counter/count_s[15]:S,997147
genCounters[253].counter/count_s[15]:B,997403
genCounters[253].counter/count_s[15]:FCI,997147
genCounters[253].counter/count_s[15]:S,997147
genCounters[36].counter/count_cry[9]:B,997326
genCounters[36].counter/count_cry[9]:FCI,997147
genCounters[36].counter/count_cry[9]:FCO,997147
genCounters[36].counter/count_cry[9]:S,997261
genCounters[60].counter/count[5]:ALn,
genCounters[60].counter/count[5]:CLK,996136
genCounters[60].counter/count[5]:D,997337
genCounters[60].counter/count[5]:EN,995944
genCounters[60].counter/count[5]:Q,996136
genCounters[326].counter/count[11]:ALn,
genCounters[326].counter/count[11]:CLK,996333
genCounters[326].counter/count[11]:D,997223
genCounters[326].counter/count[11]:EN,995944
genCounters[326].counter/count[11]:Q,996333
genCounters[156].counter/count[14]:ALn,
genCounters[156].counter/count[14]:CLK,996333
genCounters[156].counter/count[14]:D,997166
genCounters[156].counter/count[14]:EN,995944
genCounters[156].counter/count[14]:Q,996333
genCounters[244].counter/terminalCount_11:A,996424
genCounters[244].counter/terminalCount_11:B,996333
genCounters[244].counter/terminalCount_11:C,996280
genCounters[244].counter/terminalCount_11:D,996188
genCounters[244].counter/terminalCount_11:Y,996188
genCounters[132].counter/count_RNO[0]:A,997616
genCounters[132].counter/count_RNO[0]:Y,997616
genCounters[117].counter/count[2]:ALn,
genCounters[117].counter/count[2]:CLK,996097
genCounters[117].counter/count[2]:D,997394
genCounters[117].counter/count[2]:EN,995944
genCounters[117].counter/count[2]:Q,996097
genCounters[390].counter/count_cry[8]:B,997307
genCounters[390].counter/count_cry[8]:FCI,997147
genCounters[390].counter/count_cry[8]:FCO,997147
genCounters[390].counter/count_cry[8]:S,997280
genCounters[206].counter/count_cry[4]:B,997231
genCounters[206].counter/count_cry[4]:FCI,997147
genCounters[206].counter/count_cry[4]:FCO,997147
genCounters[206].counter/count_cry[4]:S,997356
genCounters[127].counter/count_cry[5]:B,997250
genCounters[127].counter/count_cry[5]:FCI,997147
genCounters[127].counter/count_cry[5]:FCO,997147
genCounters[127].counter/count_cry[5]:S,997337
genCounters[372].counter/count[6]:ALn,
genCounters[372].counter/count[6]:CLK,996189
genCounters[372].counter/count[6]:D,997318
genCounters[372].counter/count[6]:EN,995944
genCounters[372].counter/count[6]:Q,996189
genCounters[247].counter/count_cry[14]:B,997403
genCounters[247].counter/count_cry[14]:FCI,997147
genCounters[247].counter/count_cry[14]:FCO,997147
genCounters[247].counter/count_cry[14]:S,997166
genCounters[240].counter/count_cry[14]:B,997403
genCounters[240].counter/count_cry[14]:FCI,997147
genCounters[240].counter/count_cry[14]:FCO,997147
genCounters[240].counter/count_cry[14]:S,997166
genCounters[227].counter/count[13]:ALn,
genCounters[227].counter/count[13]:CLK,996280
genCounters[227].counter/count[13]:D,997185
genCounters[227].counter/count[13]:EN,995944
genCounters[227].counter/count[13]:Q,996280
genCounters[220].counter/count[13]:ALn,
genCounters[220].counter/count[13]:CLK,996280
genCounters[220].counter/count[13]:D,997185
genCounters[220].counter/count[13]:EN,995944
genCounters[220].counter/count[13]:Q,996280
genCounters[237].counter/count_cry[6]:B,997269
genCounters[237].counter/count_cry[6]:FCI,997147
genCounters[237].counter/count_cry[6]:FCO,997147
genCounters[237].counter/count_cry[6]:S,997318
genCounters[230].counter/count_cry[6]:B,997269
genCounters[230].counter/count_cry[6]:FCI,997147
genCounters[230].counter/count_cry[6]:FCO,997147
genCounters[230].counter/count_cry[6]:S,997318
genCounters[202].counter/count_cry[1]:B,997174
genCounters[202].counter/count_cry[1]:FCI,997147
genCounters[202].counter/count_cry[1]:FCO,997147
genCounters[202].counter/count_cry[1]:S,997422
genCounters[189].counter/terminalCount_8:A,996188
genCounters[189].counter/terminalCount_8:B,996097
genCounters[189].counter/terminalCount_8:C,996044
genCounters[189].counter/terminalCount_8:D,995944
genCounters[189].counter/terminalCount_8:Y,995944
genCounters[301].counter/count[2]:ALn,
genCounters[301].counter/count[2]:CLK,996097
genCounters[301].counter/count[2]:D,997394
genCounters[301].counter/count[2]:EN,995944
genCounters[301].counter/count[2]:Q,996097
genCounters[199].counter/count_cry[1]:B,997174
genCounters[199].counter/count_cry[1]:FCI,997147
genCounters[199].counter/count_cry[1]:FCO,997147
genCounters[199].counter/count_cry[1]:S,997422
genCounters[339].counter/count[13]:ALn,
genCounters[339].counter/count[13]:CLK,996280
genCounters[339].counter/count[13]:D,997185
genCounters[339].counter/count[13]:EN,995944
genCounters[339].counter/count[13]:Q,996280
genCounters[6].counter/count_cry[1]:B,997174
genCounters[6].counter/count_cry[1]:FCI,997147
genCounters[6].counter/count_cry[1]:FCO,997147
genCounters[6].counter/count_cry[1]:S,997422
genCounters[25].counter/terminalCount_9:A,996280
genCounters[25].counter/terminalCount_9:B,996189
genCounters[25].counter/terminalCount_9:C,996136
genCounters[25].counter/terminalCount_9:D,996044
genCounters[25].counter/terminalCount_9:Y,996044
genCounters[281].counter/count[1]:ALn,
genCounters[281].counter/count[1]:CLK,996044
genCounters[281].counter/count[1]:D,997422
genCounters[281].counter/count[1]:EN,995944
genCounters[281].counter/count[1]:Q,996044
genCounters[106].counter/terminalCount_11:A,996424
genCounters[106].counter/terminalCount_11:B,996333
genCounters[106].counter/terminalCount_11:C,996280
genCounters[106].counter/terminalCount_11:D,996188
genCounters[106].counter/terminalCount_11:Y,996188
genCounters[160].counter/count[11]:ALn,
genCounters[160].counter/count[11]:CLK,996333
genCounters[160].counter/count[11]:D,997223
genCounters[160].counter/count[11]:EN,995944
genCounters[160].counter/count[11]:Q,996333
genCounters[369].counter/count[3]:ALn,
genCounters[369].counter/count[3]:CLK,996188
genCounters[369].counter/count[3]:D,997375
genCounters[369].counter/count[3]:EN,995944
genCounters[369].counter/count[3]:Q,996188
genCounters[293].counter/count[9]:ALn,
genCounters[293].counter/count[9]:CLK,996189
genCounters[293].counter/count[9]:D,997261
genCounters[293].counter/count[9]:EN,995944
genCounters[293].counter/count[9]:Q,996189
genCounters[6].counter/count[14]:ALn,
genCounters[6].counter/count[14]:CLK,996333
genCounters[6].counter/count[14]:D,997166
genCounters[6].counter/count[14]:EN,995944
genCounters[6].counter/count[14]:Q,996333
genCounters[147].counter/count[11]:ALn,
genCounters[147].counter/count[11]:CLK,996333
genCounters[147].counter/count[11]:D,997223
genCounters[147].counter/count[11]:EN,995944
genCounters[147].counter/count[11]:Q,996333
genCounters[181].counter/count[9]:ALn,
genCounters[181].counter/count[9]:CLK,996189
genCounters[181].counter/count[9]:D,997261
genCounters[181].counter/count[9]:EN,995944
genCounters[181].counter/count[9]:Q,996189
genCounters[180].counter/count_cry[8]:B,997307
genCounters[180].counter/count_cry[8]:FCI,997147
genCounters[180].counter/count_cry[8]:FCO,997147
genCounters[180].counter/count_cry[8]:S,997280
genCounters[381].counter/count[14]:ALn,
genCounters[381].counter/count[14]:CLK,996333
genCounters[381].counter/count[14]:D,997166
genCounters[381].counter/count[14]:EN,995944
genCounters[381].counter/count[14]:Q,996333
genCounters[234].counter/count_cry[12]:B,997383
genCounters[234].counter/count_cry[12]:FCI,997147
genCounters[234].counter/count_cry[12]:FCO,997147
genCounters[234].counter/count_cry[12]:S,997204
genCounters[315].counter/count[1]:ALn,
genCounters[315].counter/count[1]:CLK,996044
genCounters[315].counter/count[1]:D,997422
genCounters[315].counter/count[1]:EN,995944
genCounters[315].counter/count[1]:Q,996044
genCounters[135].counter/count_s_5889:B,997147
genCounters[135].counter/count_s_5889:FCO,997147
genCounters[112].counter/count_cry[14]:B,997403
genCounters[112].counter/count_cry[14]:FCI,997147
genCounters[112].counter/count_cry[14]:FCO,997147
genCounters[112].counter/count_cry[14]:S,997166
genCounters[295].counter/count[1]:ALn,
genCounters[295].counter/count[1]:CLK,996044
genCounters[295].counter/count[1]:D,997422
genCounters[295].counter/count[1]:EN,995944
genCounters[295].counter/count[1]:Q,996044
genCounters[71].counter/count_cry[9]:B,997326
genCounters[71].counter/count_cry[9]:FCI,997147
genCounters[71].counter/count_cry[9]:FCO,997147
genCounters[71].counter/count_cry[9]:S,997261
genCounters[28].counter/count_cry[11]:B,997364
genCounters[28].counter/count_cry[11]:FCI,997147
genCounters[28].counter/count_cry[11]:FCO,997147
genCounters[28].counter/count_cry[11]:S,997223
genCounters[153].counter/count_cry[12]:B,997383
genCounters[153].counter/count_cry[12]:FCI,997147
genCounters[153].counter/count_cry[12]:FCO,997147
genCounters[153].counter/count_cry[12]:S,997204
genCounters[69].counter/count[11]:ALn,
genCounters[69].counter/count[11]:CLK,996333
genCounters[69].counter/count[11]:D,997223
genCounters[69].counter/count[11]:EN,995944
genCounters[69].counter/count[11]:Q,996333
genCounters[257].counter/count_cry[13]:B,997402
genCounters[257].counter/count_cry[13]:FCI,997147
genCounters[257].counter/count_cry[13]:FCO,997147
genCounters[257].counter/count_cry[13]:S,997185
genCounters[250].counter/count_cry[13]:B,997402
genCounters[250].counter/count_cry[13]:FCI,997147
genCounters[250].counter/count_cry[13]:FCO,997147
genCounters[250].counter/count_cry[13]:S,997185
genCounters[378].counter/count_cry[2]:B,997193
genCounters[378].counter/count_cry[2]:FCI,997147
genCounters[378].counter/count_cry[2]:FCO,997147
genCounters[378].counter/count_cry[2]:S,997394
genCounters[307].counter/count[11]:ALn,
genCounters[307].counter/count[11]:CLK,996333
genCounters[307].counter/count[11]:D,997223
genCounters[307].counter/count[11]:EN,995944
genCounters[307].counter/count[11]:Q,996333
genCounters[37].counter/count_s[15]:B,997403
genCounters[37].counter/count_s[15]:FCI,997147
genCounters[37].counter/count_s[15]:S,997147
genCounters[139].counter/terminalCount_8:A,996188
genCounters[139].counter/terminalCount_8:B,996097
genCounters[139].counter/terminalCount_8:C,996044
genCounters[139].counter/terminalCount_8:D,995944
genCounters[139].counter/terminalCount_8:Y,995944
genCounters[199].counter/count_cry[2]:B,997193
genCounters[199].counter/count_cry[2]:FCI,997147
genCounters[199].counter/count_cry[2]:FCO,997147
genCounters[199].counter/count_cry[2]:S,997394
genCounters[151].counter/count[8]:ALn,
genCounters[151].counter/count[8]:CLK,996097
genCounters[151].counter/count[8]:D,997280
genCounters[151].counter/count[8]:EN,995944
genCounters[151].counter/count[8]:Q,996097
genCounters[326].counter/count[6]:ALn,
genCounters[326].counter/count[6]:CLK,996189
genCounters[326].counter/count[6]:D,997318
genCounters[326].counter/count[6]:EN,995944
genCounters[326].counter/count[6]:Q,996189
genCounters[58].counter/count[7]:ALn,
genCounters[58].counter/count[7]:CLK,996280
genCounters[58].counter/count[7]:D,997299
genCounters[58].counter/count[7]:EN,995944
genCounters[58].counter/count[7]:Q,996280
genCounters[350].counter/count[14]:ALn,
genCounters[350].counter/count[14]:CLK,996333
genCounters[350].counter/count[14]:D,997166
genCounters[350].counter/count[14]:EN,995944
genCounters[350].counter/count[14]:Q,996333
genCounters[196].counter/count[11]:ALn,
genCounters[196].counter/count[11]:CLK,996333
genCounters[196].counter/count[11]:D,997223
genCounters[196].counter/count[11]:EN,995944
genCounters[196].counter/count[11]:Q,996333
genCounters[92].counter/count_cry[6]:B,997269
genCounters[92].counter/count_cry[6]:FCI,997147
genCounters[92].counter/count_cry[6]:FCO,997147
genCounters[92].counter/count_cry[6]:S,997318
genCounters[338].counter/count_cry[4]:B,997231
genCounters[338].counter/count_cry[4]:FCI,997147
genCounters[338].counter/count_cry[4]:FCO,997147
genCounters[338].counter/count_cry[4]:S,997356
genCounters[190].counter/count[2]:ALn,
genCounters[190].counter/count[2]:CLK,996097
genCounters[190].counter/count[2]:D,997394
genCounters[190].counter/count[2]:EN,995944
genCounters[190].counter/count[2]:Q,996097
genCounters[136].counter/count[10]:ALn,
genCounters[136].counter/count[10]:CLK,996242
genCounters[136].counter/count[10]:D,997242
genCounters[136].counter/count[10]:EN,995944
genCounters[136].counter/count[10]:Q,996242
genCounters[334].counter/count_cry[2]:B,997193
